average_time,weiht,appearances_counts,height,assist_num,num,goal_num,birth,appearance_time,name,img,is_star,team,position
101.5,85kg,6,1.9m,1,17号,3,1986/5/21,609,曼朱基奇,http://p1.img.cctvpic.com/sports/data/playerImageB/18886.png,0,克罗地亚,前锋
91.14,78kg,7,1.84m,0,7号,1,1988/3/10,638,拉基蒂奇,http://p1.img.cctvpic.com/sports/data/playerImageB/7635.png,0,克罗地亚,中场
91.33,78kg,6,1.85m,0,18号,1,1993/9/21,548,雷比奇,http://p1.img.cctvpic.com/sports/data/playerImageB/152769.png,0,克罗地亚,前锋
34.33,76kg,3,1.86m,1,19号,1,1989/2/25,103,巴代利,http://p1.img.cctvpic.com/sports/data/playerImageB/39482.png,0,克罗地亚,中场
25,78kg,1,1.86m,0,14号,0,1992/1/11,25,布拉达里奇,http://p1.img.cctvpic.com/sports/data/playerImageB/257153.png,0,克罗地亚,中场
36.4,78kg,5,1.78m,1,8号,0,1994/5/6,182,科瓦契奇,http://p1.img.cctvpic.com/sports/data/playerImageB/136710.png,0,克罗地亚,中场
50,69kg,4,1.76m,0,22号,0,1989/1/30,200,皮瓦里奇,http://p1.img.cctvpic.com/sports/data/playerImageB/70623.png,0,克罗地亚,后卫
92.86,84kg,7,1.88m,0,6号,0,1989/7/5,650,洛夫伦,http://p1.img.cctvpic.com/sports/data/playerImageB/39480.png,0,克罗地亚,后卫
76.33,68kg,6,1.81m,1,11号,0,1992/11/16,458,布罗佐维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/108800.png,0,克罗地亚,中场
105,76kg,6,1.84m,1,21号,1,1989/4/29,630,维达,http://p1.img.cctvpic.com/sports/data/playerImageB/51225.png,0,克罗地亚,后卫
101.17,76kg,6,1.81m,1,2号,0,1992/1/10,607,弗尔萨利科,http://p1.img.cctvpic.com/sports/data/playerImageB/70630.png,0,克罗地亚,后卫
85.33,78kg,6,1.86m,0,3号,0,1987/7/17,512,斯特里尼奇,http://p1.img.cctvpic.com/sports/data/playerImageB/38153.png,0,克罗地亚,后卫
90,96kg,1,2.01m,0,12号,0,1990/4/3,90,卡利尼奇,http://p1.img.cctvpic.com/sports/data/playerImageB/65221.png,0,克罗地亚,守门员
105,84kg,6,1.91m,0,23号,0,1984/10/27,630,苏巴希奇,http://p1.img.cctvpic.com/sports/data/playerImageB/41614.png,0,克罗地亚,守门员
39.33,84kg,3,1.92m,0,5号,0,1986/2/5,118,乔尔卢卡,http://p1.img.cctvpic.com/sports/data/playerImageB/18488.png,0,克罗地亚,后卫
90,89kg,1,1.92m,0,15号,0,1996/9/17,90,恰莱塔-卡尔,http://p1.img.cctvpic.com/sports/data/playerImageB/257091.png,0,克罗地亚,后卫
0,82kg,0,1.88m,0,1号,0,1995/1/9,0,利瓦科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/190419.png,0,克罗地亚,守门员
90,81kg,1,1.84m,0,13号,0,1995/11/28,90,耶德瓦伊,http://p1.img.cctvpic.com/sports/data/playerImageB/190421.png,0,克罗地亚,后卫
99.14,66公斤,7,1.72米,1,10号,2,1985年9月9日,694,莫德里奇,http://p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527838895121_152.jpg,1,克罗地亚,中场
69.33,88kg,3,1.85m,1,9号,1,1984/1/1,208,格雷罗,http://p1.img.cctvpic.com/sports/data/playerImageB/338.png,0,秘鲁,前锋
65,85kg,2,1.77m,0,10号,0,1984/10/26,130,法尔范,http://p1.img.cctvpic.com/sports/data/playerImageB/2511.png,0,秘鲁,前锋
75,85kg,2,1.85m,0,13号,0,1995/7/28,150,塔皮亚,http://p1.img.cctvpic.com/sports/data/playerImageB/352376.png,0,秘鲁,中场
80.67,72kg,3,1.7m,0,20号,0,1994/5/14,242,弗洛雷斯,http://p1.img.cctvpic.com/sports/data/playerImageB/176139.png,0,秘鲁,前锋
6.5,67kg,2,1.69m,0,11号,0,1990/7/25,13,鲁伊迪亚斯,http://p1.img.cctvpic.com/sports/data/playerImageB/107625.png,0,秘鲁,前锋
11,76kg,1,1.79m,0,16号,0,1994/9/23,11,卡塔格纳,http://p1.img.cctvpic.com/sports/data/playerImageB/378808.png,0,秘鲁,中场
86.33,77kg,3,1.82m,0,18号,1,1991/6/14,259,卡里略,http://p1.img.cctvpic.com/sports/data/playerImageB/115182.png,0,秘鲁,前锋
60,69kg,3,1.72m,0,19号,0,1990/4/7,180,约顿,http://p1.img.cctvpic.com/sports/data/playerImageB/46988.png,0,秘鲁,中场
87.33,69kg,3,1.69m,0,8号,0,1991/11/23,262,奎瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/47447.png,0,秘鲁,中场
46,71kg,3,1.74m,0,23号,0,1995/4/13,138,阿基诺,http://p1.img.cctvpic.com/sports/data/playerImageB/312284.png,0,秘鲁,中场
27,66kg,1,1.74m,0,7号,0,1990/7/27,27,霍尔塔斯,http://p1.img.cctvpic.com/sports/data/playerImageB/107315.png,0,秘鲁,中场
0,71kg,0,1.74m,0,14号,0,1994/9/29,0,波洛,http://p1.img.cctvpic.com/sports/data/playerImageB/176159.png,0,秘鲁,中场
0,68kg,0,1.79m,0,22号,0,1994/10/26,0,洛约拉,http://p1.img.cctvpic.com/sports/data/playerImageB/871514.png,0,秘鲁,后卫
90,72kg,3,1.82m,0,15号,0,1988/11/4,270,拉莫斯,http://p1.img.cctvpic.com/sports/data/playerImageB/47439.png,0,秘鲁,后卫
0,77kg,0,1.78m,0,5号,0,1994/10/24,0,阿劳霍,http://p1.img.cctvpic.com/sports/data/playerImageB/370226.png,0,秘鲁,后卫
0,75kg,0,1.72m,0,3号,0,1989/5/20,0,科尔索,http://p1.img.cctvpic.com/sports/data/playerImageB/47401.png,0,秘鲁,后卫
67.5,84kg,2,1.83m,0,4号,0,1992/1/10,135,圣玛利亚,http://p1.img.cctvpic.com/sports/data/playerImageB/248437.png,0,秘鲁,后卫
90,80kg,3,1.78m,0,17号,0,1990/3/2,270,阿德文库拉,http://p1.img.cctvpic.com/sports/data/playerImageB/149850.png,0,秘鲁,后卫
90,74kg,3,1.69m,0,6号,0,1992/8/25,270,特劳科,http://p1.img.cctvpic.com/sports/data/playerImageB/247665.png,0,秘鲁,后卫
67.5,78kg,2,1.79m,0,2号,0,1984/3/31,135,罗德里格斯,http://p1.img.cctvpic.com/sports/data/playerImageB/13527.png,0,秘鲁,后卫
0,84kg,0,1.82m,0,21号,0,1986/3/1,0,卡瓦略,http://p1.img.cctvpic.com/sports/data/playerImageB/46984.png,0,秘鲁,守门员
90,79kg,3,1.89m,0,1号,0,1990/2/23,270,加莱塞,http://p1.img.cctvpic.com/sports/data/playerImageB/34006.png,0,秘鲁,守门员
0,78kg,0,1.84m,0,12号,0,1991/9/27,0,卡塞达,http://p1.img.cctvpic.com/sports/data/playerImageB/176225.png,0,秘鲁,守门员
9,80kg,2,1.88m,0,20号,0,1987/3/30,18,布哈杜兹,http://p1.img.cctvpic.com/sports/data/playerImageB/26527.png,0,摩洛哥,前锋
70.5,80kg,2,1.9m,0,13号,1,1987/4/24,141,哈立德,http://p1.img.cctvpic.com/sports/data/playerImageB/141072.png,0,摩洛哥,前锋
49,72kg,2,1.82m,0,9号,0,1993/6/25,98,阿尤布,http://p1.img.cctvpic.com/sports/data/playerImageB/1396937.png,0,摩洛哥,前锋
18,75kg,1,1.88m,0,19号,1,1997/6/1,18,恩内斯里,http://p1.img.cctvpic.com/sports/data/playerImageB/1016923.png,0,摩洛哥,前锋
0,75kg,0,1.84m,0,15号,0,1996/7/7,0,艾特本纳赛尔,http://p1.img.cctvpic.com/sports/data/playerImageB/866424.png,0,摩洛哥,中场
76,75kg,3,1.74m,0,10号,0,1990/2/25,228,尤尼斯,http://p1.img.cctvpic.com/sports/data/playerImageB/72999.png,0,摩洛哥,中场
82,66kg,1,1.79m,0,18号,0,1997/6/18,82,哈里特,http://p1.img.cctvpic.com/sports/data/playerImageB/941698.png,0,摩洛哥,中场
90,59kg,3,1.67m,0,14号,0,1984/8/15,270,布苏法,http://p1.img.cctvpic.com/sports/data/playerImageB/6235.png,0,摩洛哥,中场
15,67kg,1,1.76m,0,23号,0,1989/7/1,15,迈赫迪,http://p1.img.cctvpic.com/sports/data/playerImageB/39462.png,0,摩洛哥,中场
14,77kg,1,1.83m,0,21号,0,1996/8/21,14,安拉巴特,http://p1.img.cctvpic.com/sports/data/playerImageB/359272.png,0,摩洛哥,中场
90,65kg,3,1.79m,0,2号,0,1998/11/4,270,哈基米,http://p1.img.cctvpic.com/sports/data/playerImageB/903858.png,0,摩洛哥,后卫
88.67,78kg,3,1.79m,0,8号,0,1985/1/27,266,艾哈迈德,http://p1.img.cctvpic.com/sports/data/playerImageB/2660.png,0,摩洛哥,中场
85.33,77kg,3,1.78m,0,16号,0,1987/3/31,256,安拉巴特,http://p1.img.cctvpic.com/sports/data/playerImageB/27714.png,0,摩洛哥,中场
15.5,72kg,2,1.78m,1,11号,0,1988/8/1,31,费萨尔,http://p1.img.cctvpic.com/sports/data/playerImageB/143786.png,0,摩洛哥,中场
88.33,70kg,3,1.8m,0,7号,0,1993/3/19,265,哈基姆,http://p1.img.cctvpic.com/sports/data/playerImageB/249437.png,0,摩洛哥,中场
90,82kg,2,1.87m,0,17号,0,1986/2/25,180,纳比勒,http://p1.img.cctvpic.com/sports/data/playerImageB/42102.png,0,摩洛哥,后卫
90,88kg,2,1.88m,0,5号,0,1987/4/17,180,贝纳蒂亚,http://p1.img.cctvpic.com/sports/data/playerImageB/27068.png,0,摩洛哥,后卫
0,70kg,0,1.79m,0,3号,0,1997/10/21,0,门迪尔,http://p1.img.cctvpic.com/sports/data/playerImageB/1017851.png,0,摩洛哥,后卫
90,88kg,3,1.9m,0,12号,0,1989/5/10,270,穆尼尔,http://p1.img.cctvpic.com/sports/data/playerImageB/141967.png,0,摩洛哥,守门员
62.67,78kg,3,1.87m,0,4号,0,1986/5/6,188,达科斯塔,http://p1.img.cctvpic.com/sports/data/playerImageB/14246.png,0,摩洛哥,后卫
90,76kg,2,1.9m,0,6号,0,1990/3/26,180,赛斯,http://p1.img.cctvpic.com/sports/data/playerImageB/187729.png,0,摩洛哥,后卫
0,77kg,0,1.9m,0,1号,0,1991/4/5,0,亚辛,http://p1.img.cctvpic.com/sports/data/playerImageB/244009.png,0,摩洛哥,守门员
0,70kg,0,1.86m,0,22号,0,1996/4/5,0,艾哈迈德,http://p1.img.cctvpic.com/sports/data/playerImageB/359280.png,0,摩洛哥,守门员
25,70kg,1,1.71m,0,8号,0,1989/7/21,25,法比安,http://p1.img.cctvpic.com/sports/data/playerImageB/41371.png,0,墨西哥,前锋
1,72kg,1,1.78m,0,19号,0,1984/1/12,1,佩拉尔塔,http://p1.img.cctvpic.com/sports/data/playerImageB/51793.png,0,墨西哥,前锋
79.25,66kg,4,1.76m,1,22号,1,1995/7/30,317,洛萨诺,http://p1.img.cctvpic.com/sports/data/playerImageB/385320.png,0,墨西哥,前锋
82.5,71kg,4,1.75m,1,14号,1,1988/6/1,330,埃尔南德斯,http://p1.img.cctvpic.com/sports/data/playerImageB/34312.png,0,墨西哥,前锋
78.75,78kg,4,1.78m,0,11号,1,1989/3/1,315,贝拉,http://p1.img.cctvpic.com/sports/data/playerImageB/25991.png,0,墨西哥,前锋
27,79kg,2,1.88m,0,9号,0,1991/5/5,54,希门尼斯,http://p1.img.cctvpic.com/sports/data/playerImageB/192442.png,0,墨西哥,前锋
35,69kg,1,1.73m,0,6号,0,1990/4/26,35,多斯桑托斯,http://p1.img.cctvpic.com/sports/data/playerImageB/84835.png,0,墨西哥,中场
76.75,63kg,4,1.67m,0,18号,0,1986/9/28,307,瓜尔达多,http://p1.img.cctvpic.com/sports/data/playerImageB/14942.png,0,墨西哥,中场
83.75,74kg,4,1.77m,0,23号,0,1994/8/15,335,加拉尔多,http://p1.img.cctvpic.com/sports/data/playerImageB/770253.png,0,墨西哥,中场
13,70kg,1,1.78m,0,10号,0,1989/5/11,13,多斯桑托斯,http://p1.img.cctvpic.com/sports/data/playerImageB/28366.png,0,墨西哥,中场
0,59kg,0,1.66m,0,20号,0,1990/2/11,0,阿基诺,http://p1.img.cctvpic.com/sports/data/playerImageB/122092.png,0,墨西哥,中场
78.5,72kg,4,1.8m,0,7号,0,1988/6/25,314,拉云,http://p1.img.cctvpic.com/sports/data/playerImageB/80008.png,0,墨西哥,中场
17,69kg,2,1.74m,0,17号,0,1993/1/6,34,科罗纳,http://p1.img.cctvpic.com/sports/data/playerImageB/123906.png,0,墨西哥,中场
90,82kg,3,1.82m,0,15号,0,1988/1/17,270,莫雷诺,http://p1.img.cctvpic.com/sports/data/playerImageB/32946.png,0,墨西哥,后卫
90,79kg,4,1.8m,0,16号,0,1990/4/19,360,埃雷拉,http://p1.img.cctvpic.com/sports/data/playerImageB/204790.png,0,墨西哥,后卫
27.67,77kg,3,1.84m,0,4号,0,1979/2/13,83,马克斯,http://p1.img.cctvpic.com/sports/data/playerImageB/3563.png,0,墨西哥,后卫
90,83kg,4,1.89m,0,3号,0,1993/9/29,360,萨尔塞多,http://p1.img.cctvpic.com/sports/data/playerImageB/314096.png,0,墨西哥,后卫
0,77kg,0,1.9m,0,5号,0,1992/9/19,0,雷耶斯,http://p1.img.cctvpic.com/sports/data/playerImageB/139421.png,0,墨西哥,后卫
90,82kg,2,1.88m,0,2号,0,1987/3/31,180,阿亚拉,http://p1.img.cctvpic.com/sports/data/playerImageB/33167.png,0,墨西哥,后卫
66.75,72kg,4,1.86m,0,21号,0,1997/10/24,267,阿尔瓦雷斯,http://p1.img.cctvpic.com/sports/data/playerImageB/1020079.png,0,墨西哥,后卫
0,84kg,0,1.88m,0,12号,0,1982/9/18,0,塔拉贝拉,http://p1.img.cctvpic.com/sports/data/playerImageB/34305.png,0,墨西哥,守门员
90,76kg,4,1.85m,0,13号,0,1985/7/13,360,奥乔亚,http://p1.img.cctvpic.com/sports/data/playerImageB/15497.png,0,墨西哥,守门员
0,80kg,0,1.82m,0,1号,0,1981/1/26,0,科罗纳,http://p1.img.cctvpic.com/sports/data/playerImageB/13861.png,0,墨西哥,守门员
49,80kg,3,1.83m,0,14号,0,1996/10/3,147,伊希纳乔,http://p1.img.cctvpic.com/sports/data/playerImageB/359642.png,0,尼日利亚,前锋
90,75kg,3,1.77m,1,11号,1,1990/12/12,270,摩西,http://p1.img.cctvpic.com/sports/data/playerImageB/31585.png,0,尼日利亚,前锋
62,86kg,1,1.85m,0,18号,0,1996/5/3,62,伊沃比,http://p1.img.cctvpic.com/sports/data/playerImageB/352770.png,0,尼日利亚,前锋
41,83kg,3,1.88m,0,9号,0,1989/6/16,123,伊哈洛,http://p1.img.cctvpic.com/sports/data/playerImageB/29774.png,0,尼日利亚,前锋
2,89kg,1,1.97m,0,13号,0,1992/5/7,2,西米,http://p1.img.cctvpic.com/sports/data/playerImageB/170499.png,0,尼日利亚,前锋
69.33,65kg,3,1.73m,0,7号,2,1992/10/14,208,穆萨,http://p1.img.cctvpic.com/sports/data/playerImageB/139502.png,0,尼日利亚,前锋
90,73kg,3,1.84m,0,4号,0,1996/12/16,270,恩迪迪,http://p1.img.cctvpic.com/sports/data/playerImageB/795266.png,0,尼日利亚,中场
0,77kg,0,1.77m,0,15号,0,1991/5/22,0,奥比,http://p1.img.cctvpic.com/sports/data/playerImageB/79403.png,0,尼日利亚,中场
0,90kg,0,1.91m,0,19号,0,1988/4/20,0,奥戈楚克乌,http://p1.img.cctvpic.com/sports/data/playerImageB/49055.png,0,尼日利亚,中场
90,74kg,3,1.74m,0,8号,0,1995/11/9,270,奥格内卡罗,http://p1.img.cctvpic.com/sports/data/playerImageB/986295.png,0,尼日利亚,中场
89.33,82kg,3,1.88m,0,10号,0,1987/4/22,268,米克尔,http://p1.img.cctvpic.com/sports/data/playerImageB/7311.png,0,尼日利亚,中场
0,74kg,0,1.72m,0,17号,0,1992/12/25,0,奥纳齐,http://p1.img.cctvpic.com/sports/data/playerImageB/150200.png,0,尼日利亚,中场
45,74kg,1,1.87m,0,21号,0,1995/12/16,45,埃布埃希,http://p1.img.cctvpic.com/sports/data/playerImageB/580512.png,0,尼日利亚,后卫
0,76kg,0,1.92m,0,20号,0,1997/1/1,0,阿瓦泽姆,http://p1.img.cctvpic.com/sports/data/playerImageB/804030.png,0,尼日利亚,后卫
90,89kg,3,1.9m,0,6号,0,1988/6/28,270,巴洛贡,http://p1.img.cctvpic.com/sports/data/playerImageB/37234.png,0,尼日利亚,后卫
0,82kg,0,1.85m,0,3号,0,1988/1/20,0,埃德尔森,http://p1.img.cctvpic.com/sports/data/playerImageB/31959.png,0,尼日利亚,后卫
90,75kg,1,1.82m,0,12号,0,1993/3/12,90,谢胡,http://p1.img.cctvpic.com/sports/data/playerImageB/330033.png,0,尼日利亚,后卫
90,85kg,3,1.91m,0,5号,0,1993/9/1,270,特鲁斯特·埃康,http://p1.img.cctvpic.com/sports/data/playerImageB/338991.png,0,尼日利亚,后卫
90,82kg,2,1.85m,1,22号,0,1993/10/17,180,奥梅鲁奥,http://p1.img.cctvpic.com/sports/data/playerImageB/158293.png,0,尼日利亚,后卫
75,75kg,3,1.79m,0,2号,0,1992/5/18,225,伊多武,http://p1.img.cctvpic.com/sports/data/playerImageB/149063.png,0,尼日利亚,后卫
0,94kg,0,1.87m,0,16号,0,1986/3/8,0,阿克佩伊,http://p1.img.cctvpic.com/sports/data/playerImageB/373968.png,0,尼日利亚,守门员
0,80kg,0,1.81m,0,1号,0,1988/10/16,0,埃岑瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/38490.png,0,尼日利亚,守门员
90,91kg,3,1.96m,0,23号,0,1998/10/28,270,乌佐霍,http://p1.img.cctvpic.com/sports/data/playerImageB/359670.png,0,尼日利亚,守门员
38.67,73kg,3,1.75m,0,20号,1,1983/9/26,116,里卡多,,,,
31,63kg,1,1.73m,0,18号,0,1995/5/11,31,热尔松·马丁斯,http://p1.img.cctvpic.com/sports/data/playerImageB/364618.png,0,葡萄牙,前锋
81.33,72kg,3,1.79m,1,17号,0,1996/11/29,244,冈萨洛·格德斯,http://p1.img.cctvpic.com/sports/data/playerImageB/280979.png,0,葡萄牙,前锋
65,73kg,4,1.79m,0,10号,0,1993/1/19,260,若奥-马里奥,http://p1.img.cctvpic.com/sports/data/playerImageB/97001.png,0,葡萄牙,中场
61.67,61kg,3,1.7m,1,8号,0,1986/9/8,185,穆蒂尼奥,http://p1.img.cctvpic.com/sports/data/playerImageB/6562.png,0,葡萄牙,中场
52,72kg,3,1.76m,1,23号,0,1989/3/15,156,席尔瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/30127.png,0,葡萄牙,中场
59.5,65kg,4,1.73m,0,11号,0,1994/8/10,238,贝纳多·席尔瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/331209.png,0,葡萄牙,中场
38.67,78kg,3,1.84m,0,9号,0,1995/11/6,116,席尔瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/190159.png,0,葡萄牙,前锋
44,64kg,2,1.83m,0,16号,0,1994/9/8,88,费尔南德斯,http://p1.img.cctvpic.com/sports/data/playerImageB/288205.png,0,葡萄牙,中场
90,80kg,4,1.9m,0,14号,0,1992/4/7,360,卡瓦略,http://p1.img.cctvpic.com/sports/data/playerImageB/137978.png,0,葡萄牙,中场
6,69kg,1,1.74m,0,4号,0,1986/2/5,6,费尔南德斯,http://p1.img.cctvpic.com/sports/data/playerImageB/12982.png,0,葡萄牙,中场
90,67kg,3,1.72m,0,21号,0,1991/8/31,270,塞德里克,http://p1.img.cctvpic.com/sports/data/playerImageB/44760.png,0,葡萄牙,后卫
90,81kg,4,1.88m,0,3号,1,1983/2/26,360,佩佩,http://p1.img.cctvpic.com/sports/data/playerImageB/5884.png,0,葡萄牙,后卫
0,83kg,0,1.87m,0,13号,0,1997/5/14,0,鲁本，迪亚斯,http://p1.img.cctvpic.com/sports/data/playerImageB/318941.png,0,葡萄牙,后卫
0,67kg,0,1.68m,0,19号,0,1991/5/27,0,马里奥·鲁伊,http://p1.img.cctvpic.com/sports/data/playerImageB/99546.png,0,葡萄牙,后卫
90,84kg,4,1.91m,0,6号,0,1983/12/22,360,冯特,http://p1.img.cctvpic.com/sports/data/playerImageB/27622.png,0,葡萄牙,后卫
90,64kg,4,1.7m,1,5号,0,1993/12/22,360,拉斐尔,,,,
90,70kg,1,1.74m,0,15号,0,1993/10/6,90,里卡多,http://p1.img.cctvpic.com/sports/data/playerImageB/221200.png,0,葡萄牙,后卫
0,83kg,0,1.87m,0,2号,0,1981/11/27,0,布鲁诺,,,,
0,81kg,0,1.84m,0,12号,0,1990/10/1,0,安东尼·洛佩斯,http://p1.img.cctvpic.com/sports/data/playerImageB/48535.png,0,葡萄牙,守门员
0,79kg,0,1.83m,0,22号,0,1982/5/1,0,贝托,http://p1.img.cctvpic.com/sports/data/playerImageB/44652.png,0,葡萄牙,守门员
90,84kg,4,1.89m,0,1号,0,1988/2/15,360,帕特里西奥,http://p1.img.cctvpic.com/sports/data/playerImageB/17737.png,0,葡萄牙,守门员
90,80公斤,4,1.85米,0,7号,4,1985年2月5日,360,C·罗,http://p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527838494993_488.jpg,1,葡萄牙,前锋
77,71kg,4,1.82m,0,15号,1,1990/5/18,308,大迫勇也,http://p1.img.cctvpic.com/sports/data/playerImageB/48240.png,0,日本,前锋
82,72kg,1,1.79m,0,13号,0,1992/7/15,82,武藤嘉纪,http://p1.img.cctvpic.com/sports/data/playerImageB/335047.png,0,日本,前锋
22.33,70kg,3,1.74m,0,9号,0,1986/4/16,67,冈崎慎司,http://p1.img.cctvpic.com/sports/data/playerImageB/19303.png,0,日本,前锋
34,72kg,2,1.78m,0,11号,0,1992/5/6,68,宇佐美贵史,http://p1.img.cctvpic.com/sports/data/playerImageB/48437.png,0,日本,中场
82,68kg,3,1.78m,0,8号,1,1991/5/9,246,原口元气,http://p1.img.cctvpic.com/sports/data/playerImageB/48243.png,0,日本,中场
77.33,68kg,3,1.75m,1,10号,1,1989/3/17,232,香川真司,http://p1.img.cctvpic.com/sports/data/playerImageB/34853.png,0,日本,中场
69.5,72kg,4,1.8m,0,17号,0,1984/1/18,278,长谷部诚,http://p1.img.cctvpic.com/sports/data/playerImageB/24397.png,0,日本,中场
15.67,74kg,3,1.82m,1,4号,1,1986/6/13,47,本田圭佑,http://p1.img.cctvpic.com/sports/data/playerImageB/24238.png,0,日本,中场
73,59kg,4,1.69m,1,14号,2,1988/6/2,292,乾贵士,http://p1.img.cctvpic.com/sports/data/playerImageB/24464.png,0,日本,中场
85.25,64kg,4,1.75m,1,7号,0,1992/5/28,341,柴崎岳,http://p1.img.cctvpic.com/sports/data/playerImageB/148352.png,0,日本,中场
0,64kg,0,1.68m,0,18号,0,1993/1/23,0,大岛僚太,http://p1.img.cctvpic.com/sports/data/playerImageB/147080.png,0,日本,中场
36.33,72kg,3,1.73m,0,16号,0,1990/10/6,109,山口萤,http://p1.img.cctvpic.com/sports/data/playerImageB/109352.png,0,日本,中场
90,74kg,1,1.76m,0,21号,0,1991/3/14,90,酒井高德,http://p1.img.cctvpic.com/sports/data/playerImageB/48411.png,0,日本,后卫
90,70kg,4,1.83m,0,19号,0,1990/4/12,360,酒井宏树,http://p1.img.cctvpic.com/sports/data/playerImageB/48335.png,0,日本,后卫
90,68kg,4,1.7m,1,5号,0,1986/9/12,360,长友佑都,http://p1.img.cctvpic.com/sports/data/playerImageB/34639.png,0,日本,后卫
90,78kg,4,1.89m,0,22号,0,1988/8/24,360,吉田麻也,http://p1.img.cctvpic.com/sports/data/playerImageB/24248.png,0,日本,后卫
0,79kg,0,1.86m,0,2号,0,1994/10/24,0,植田直通,http://p1.img.cctvpic.com/sports/data/playerImageB/155790.png,0,日本,后卫
90,77kg,1,1.82m,0,20号,0,1987/5/11,90,槙野智章,http://p1.img.cctvpic.com/sports/data/playerImageB/24357.png,0,日本,后卫
90,74kg,3,1.82m,0,3号,0,1992/12/11,270,昌子源,http://p1.img.cctvpic.com/sports/data/playerImageB/148354.png,0,日本,后卫
0,78kg,0,1.84m,0,12号,0,1986/5/12,0,东口顺昭,http://p1.img.cctvpic.com/sports/data/playerImageB/48410.png,0,日本,守门员
0,75kg,0,1.78m,0,6号,0,1993/2/9,0,远藤航,http://p1.img.cctvpic.com/sports/data/playerImageB/143040.png,0,日本,后卫
90,74kg,4,1.85m,0,1号,0,1983/3/20,360,川岛永嗣,http://p1.img.cctvpic.com/sports/data/playerImageB/24201.png,0,日本,守门员
0,72kg,0,1.84m,0,23号,0,1995/2/27,0,中村航辅,http://p1.img.cctvpic.com/sports/data/playerImageB/155775.png,0,日本,守门员
80,78kg,5,1.92m,1,20号,1,1986/7/3,400,托伊沃宁,http://p1.img.cctvpic.com/sports/data/playerImageB/7938.png,0,瑞典,前锋
85.6,74kg,5,1.84m,0,9号,0,1986/8/17,428,贝里,http://p1.img.cctvpic.com/sports/data/playerImageB/7057.png,0,瑞典,前锋
17.5,83kg,2,1.89m,0,22号,0,1992/6/24,35,基斯特林,http://p1.img.cctvpic.com/sports/data/playerImageB/178743.png,0,瑞典,前锋
79.5,70kg,4,1.78m,0,7号,0,1985/6/6,318,拉尔森,http://p1.img.cctvpic.com/sports/data/playerImageB/524.png,0,瑞典,中场
83.4,78kg,5,1.79m,0,10号,1,1991/10/23,417,福斯伯格,http://p1.img.cctvpic.com/sports/data/playerImageB/51785.png,0,瑞典,中场
18.5,79kg,2,1.85m,0,11号,0,1992/4/15,37,圭德蒂,http://p1.img.cctvpic.com/sports/data/playerImageB/37191.png,0,瑞典,前锋
16,69kg,1,1.8m,0,21号,0,1989/3/22,16,杜尔马兹,http://p1.img.cctvpic.com/sports/data/playerImageB/37504.png,0,瑞典,中场
84.2,75kg,5,1.86m,0,8号,0,1989/7/28,421,埃克达尔,http://p1.img.cctvpic.com/sports/data/playerImageB/21992.png,0,瑞典,中场
86.8,79kg,5,1.83m,2,17号,0,1992/1/2,434,克莱森,http://p1.img.cctvpic.com/sports/data/playerImageB/137661.png,0,瑞典,中场
44,77kg,3,1.83m,0,13号,0,1987/2/7,132,斯文森,http://p1.img.cctvpic.com/sports/data/playerImageB/15375.png,0,瑞典,中场
0,76kg,0,1.82m,0,19号,0,1991/5/11,0,罗登,http://p1.img.cctvpic.com/sports/data/playerImageB/209082.png,0,瑞典,中场
90,84kg,5,1.92m,0,4号,2,1985/4/16,450,格兰奎斯特,http://p1.img.cctvpic.com/sports/data/playerImageB/7714.png,0,瑞典,后卫
14.5,73kg,2,1.84m,0,15号,0,1992/6/28,29,希列马克,http://p1.img.cctvpic.com/sports/data/playerImageB/124004.png,0,瑞典,中场
16.5,81kg,2,1.77m,0,5号,0,1988/5/17,33,奥尔森,http://p1.img.cctvpic.com/sports/data/playerImageB/27247.png,0,瑞典,后卫
47.5,89kg,2,1.94m,0,18号,0,1991/2/13,95,扬森,http://p1.img.cctvpic.com/sports/data/playerImageB/55123.png,0,瑞典,后卫
0,83kg,0,1.92m,0,14号,0,1993/4/22,0,菲利普,http://p1.img.cctvpic.com/sports/data/playerImageB/168749.png,0,瑞典,后卫
46.5,72kg,2,1.81m,0,16号,0,1994/8/2,93,格拉菲斯,http://p1.img.cctvpic.com/sports/data/playerImageB/150396.png,0,瑞典,后卫
90,81kg,4,1.87m,0,3号,0,1994/7/17,360,林德洛夫,http://p1.img.cctvpic.com/sports/data/playerImageB/143334.png,0,瑞典,后卫
90,76kg,5,1.81m,0,6号,1,1994/4/21,450,奥古斯丁森,http://p1.img.cctvpic.com/sports/data/playerImageB/138546.png,0,瑞典,后卫
